1000040221,4
1000150614,12
1000213640,13
1000253785,18
1002479173,19
100284573,1
10085252,4
1010500484,28
101059630,5
101072718,21
1011431168,1
101236100,98
101320846,20
101484658,2
101556331,140
1015649744,15
1016046138,12
101704542,1
1017135115,14
1017163472,57
101723412,2
101801943,1
1018355414,2
1020605185,97
1022172848,25
10229432,80
102697298,33
102746302,3
102774832,1
1028274374,23
102859225,4
103068612,10
103078085,6
103131741,2
103158602,35
10338502,2
10345092,3
1034877222,70
1036339590,4
1037661248,5
10388052,4
10394892,6
1039827715,3
1041175586,5
104191265,7
104236454,1
1043109774,2
104357565,2
1043687766,8
104571903,7
104632853,6
104967400,17
104990437,8
1051674595,2
105222059,32
1053918991,11
105520536,61
105870567,15
105996024,14
106283870,3
1063521685,1
1063652005,4
1064612984,8
106545115,50
106586007,3
10662232,3
1069112569,29
1069560794,9
107075100,3
10713472,40
107155012,4
1071938527,12
107227924,2
1072564896,6
107738327,18
108025638,22
10812602,24
108145407,3
108269915,39
108314572,11
108319357,6
108337747,141
108361251,25
1084076496,14
1084476932,2
1086228632,13
108644993,16
108726089,9
1089452113,63
1089865316,16
109143958,10
109429131,25
10950462,20
109630617,8
109944061,8
1101033146,1
1101867138,12
110220901,6
110260280,5
11028672,17
110400643,4
110499405,24
1105005115,25
110529214,12
110568251,24
1109010956,4
1109927191,5
111179676,2
1113098514,42
111539699,9
1115483964,12
111585813,1
11165942,23
111784454,17
111805847,41
1118595888,41
1119044329,7
1119403483,110
112242565,17
112420938,14
112521694,5
1128506810,26
1129930567,3
113422633,48
113447232,37
1134847273,1
113579738,29
113635471,13
11370482,1
1139906678,22
114047849,78
114247984,2
114286439,16
114485962,11
1144914272,4
114492348,45
114711441,6
114802761,34
1152082741,3
1158042708,5
115991606,1
1160246094,35
116173360,1
116226307,22
116415297,1
1164214938,1
1164773058,1
116600175,7
11675022,25
116781484,6
11679202,112
1169453988,68
116984789,2
1171458823,16
1173015002,11
11751992,19
117549351,3
117634732,4
117655590,162
11782232,9
117827481,4
117860697,167
11797632,1
1179849570,17
118111402,1
118125905,9
1183145191,22
1183155162,20
1183602356,6
118530656,31
118597696,9
1188250608,6
118859689,2
11889212,1
119236023,120
1193301476,7
119340576,1
119381780,6
119428035,15
119455035,4
119532096,66
1195643551,1
119654649,1
119726286,8
11976752,46
119776466,9
1199028878,3
1201372405,18
120187777,2
120196098,18
1203160010,21
1203539954,3
120445214,1
120459334,28
120558623,2
1205772602,98
1206788918,117
120726629,62
1209111936,46
120912744,28
121184297,10
1212552847,4
1212799794,12
121337380,3
121488648,3
121623257,7
1216626985,9
121764271,2
121777961,76
12190442,1
1220308309,95
1223001289,3
122348347,34
1225024027,2
1225838173,1
1226294850,45
1226650470,67
122754605,4
12278082,3
1227876030,6
122796205,26
1228248973,52
123090901,4
12331682,12
1233395802,52
1233933236,3
123944221,8
1240053380,4
124057120,27
1241257406,14
124142546,11
1244081659,6
124416650,5
124615131,4
124642826,14
1246989942,1
124809892,57
124989485,26
1250004552,65
125068970,1
125074959,48
125126304,10
125183226,1
1252478533,5
1252772244,7
1254162842,3
1257960678,18
125832061,1
125882840,1
125981729,11
1260404576,12
126091658,5
126218417,5
126226472,2
126364406,1
126386853,3
1264784754,47
1264840670,9
126583240,2
126674165,119
1268269128,1
126926838,1
1269367291,1
126942814,4
126981080,35
127310184,1
127326678,30
127339208,2
127360087,11
1275646220,3
127822202,22
127936560,1
128104358,109
1281700362,137
128199806,36
128199937,8
1282214575,1
128273388,54
1284631548,1
1286086723,15
128878339,4
1289569429,60
1290835087,11
1292348114,39
129264729,1
129525984,6
1296661776,2
129868603,87
130165163,169
1306564723,1
1306576184,37
1307080273,23
1308253232,39
131073437,23
1311679567,1
131175277,12
131292321,32
13132922,14
1315162092,38
131607365,45
1317496045,2
131850385,21
131963178,5
1321311414,5
132224341,20
132284247,57
1322862109,2
132323850,6
1324624316,10
132515018,2
13253152,37
132566178,5
1327230014,62
132862472,6
132877807,16
1330203326,29
133038489,2
1334201376,6
1334511702,18
13366902,1
1337233160,7
133882958,161
134236971,20
134320077,7
134321317,3
134685756,45
13484842,1
135125352,10
135276467,2
1353158406,9
1353924158,3
1355356957,3
135558978,29
1357037023,1
1357193438,92
1358470356,66
135881751,6
1358843382,1
135931000,21
135948711,3
1359535093,45
1362860378,5
136643986,1
136723074,2
13672902,12
1367377687,39
136811461,3
1369021363,18
1370337572,3
1372796258,10
137559152,6
1375664054,4
137778787,2
137780842,9
1380134624,51
1380361633,3
1381789868,21
138191411,4
1383530480,4
138393706,6
138408853,13
138440486,4
138480191,80
1385243425,10
1385829727,15
1385856260,4
138628151,2
138649441,1
138779935,1
1387824823,2
13882452,18
1389293401,3
139017794,4
139247597,5
139249454,3
1393073078,10
139338663,136
1393466089,6
139387340,3
1395160844,5
1396553353,3
139774916,25
1397938652,20
139806573,46
1400124404,4
1400481625,47
140067631,1
140203250,4
140501750,5
1405049754,3
14052678,1
140612514,25
14062325,3
1407527059,11
140804829,2
14094879,10
1409941494,46
1410342842,2
141045345,4
14125804,6
14140277,56
1414510111,2
14153395,21
141636868,22
141924338,3
14200048,1
14205478,2
14209500,6
142261995,2
142316258,10
14232020,4
142321217,7
142497043,5
14254900,3
142614859,3
142768299,25
1428000655,73
142809315,91
1428457171,1
14293207,5
1430244620,7
143082427,1
143084456,5
143126611,11
14317915,3
1432116541,16
14323946,119
14331316,32
14342000,3
143462609,21
14355569,128
