1428457171,2004,5
255557926,14606,4
255557926,18739,4
255557926,43185,5
255557926,25679,5
947708838,36662,3
947708838,9320,4
947708838,45118,2
947708838,3476,5
947708838,18941,3
188618001,8791,4
188618001,5367,4
188618001,36466,4
188618001,3928,4
188618001,39010,4
188618001,141,4
188618001,36553,3
188618001,1112,3
188618001,15338,3
188618001,18805,3
188618001,45030,4
188618001,38128,3
188618001,40723,3
188618001,35203,2
188618001,30221,4
188618001,20315,4
2276361104,28026,4
2276361104,33716,4
2276361104,34871,4
2276361104,20827,5
2276361104,41702,3
2276361104,11556,5
2276361104,19068,3
2276361104,40668,4
2276361104,43871,4
2276361104,17903,4
2276361104,25189,4
2276361104,9550,5
2276361104,11425,3
2276361104,22125,3
2276361104,16600,5
2276361104,39539,4
2276361104,35967,4
2276361104,26604,5
2276361104,41569,5
2276361104,20523,5
2276361104,20367,4
2276361104,41410,3
2276361104,45321,5
2276361104,20786,3
2276361104,8542,5
2276361104,23475,5
2276361104,7608,3
2276361104,29429,5
2276361104,6830,5
2276361104,42432,5
2276361104,31719,4
2276361104,19639,3
2276361104,7758,4
2276361104,27912,3
262661349,10561,4
929428562,17082,4
1534501315,40173,4
1534501315,10864,4
1534501315,34098,5
1534501315,16088,4
125832061,13575,4
351876751,39323,4
351876751,40519,5
351876751,4549,3
351876751,25573,5
351876751,19058,4
351876751,44328,5
18422281,44470,3
18422281,17020,5
18422281,19896,4
107227924,40723,4
107227924,21457,5
929750694,17473,3
929750694,34162,4
929750694,45633,4
929750694,11320,5
929750694,34258,3
929750694,33642,4
929750694,43825,5
547575476,26805,4
547575476,12381,4
547575476,39434,5
547575476,13536,5
547575476,24942,5
22823127,35844,4
22823127,18546,4
22823127,43015,4
22823127,3127,3
22823127,13744,5
22823127,4296,5
22823127,13516,5
22823127,24355,3
22823127,9828,5
22823127,25136,5
22823127,2435,4
22823127,4213,5
22823127,43812,4
22823127,23285,5
22823127,22764,3
22823127,28630,4
22823127,28492,5
22823127,14226,4
22823127,7672,4
22823127,751,4
22823127,33092,5
22823127,8709,3
22823127,25232,4
22823127,6077,4
22823127,44223,4
22823127,981,5
22823127,31653,3
22823127,13587,4
22823127,43452,3
22823127,17582,5
22823127,762,5
1628333425,7669,5
1628333425,19168,4
1628333425,18677,4
1628333425,23773,4
1628333425,33011,5
177590751,13150,5
44471430,25011,4
44471430,329,5
44471430,8985,4
44471430,30169,3
44471430,14580,5
44471430,4258,4
44471430,44743,4
44471430,20075,4
44471430,6348,4
44471430,36991,5
44471430,19693,5
44471430,27239,5
44471430,32572,4
44471430,33036,4
44471430,36489,4
44471430,40994,4
44471430,40698,4
44471430,12014,5
44471430,14679,3
44471430,2125,4
44471430,45202,4
44471430,172,5
44471430,34175,5
44471430,3887,5
44471430,20087,4
44471430,14327,5
249779708,1381,4
249779708,31680,5
249779708,35212,4
249779708,15388,5
249779708,30539,5
249779708,26150,4
249779708,24897,5
249779708,13844,3
249779708,26995,5
249779708,43287,5
249779708,12857,4
249779708,24632,3
249779708,12886,4
249779708,33228,3
249779708,29522,4
249779708,17106,4
1635490405,44674,3
1635490405,32215,2
1635490405,42195,5
1635490405,36927,4
1635490405,5054,4
1635490405,41778,3
1635490405,36636,4
1635490405,37796,4
312380879,20437,4
312380879,28184,4
312380879,25557,4
312380879,41391,4
312380879,8418,5
312380879,27177,4
312380879,2464,5
312380879,2866,5
312380879,35099,5
312380879,10417,5
312380879,6823,4
312380879,38707,4
312380879,14343,4
312380879,6740,4
312380879,17014,5
312380879,8215,4
312380879,18286,4
312380879,8416,5
312380879,19089,4
18213388,5078,3
21129564,28489,4
21129564,36410,4
21129564,36849,3
21129564,10203,3
140203250,12288,3
140203250,25410,5
140203250,13549,4
140203250,8182,4
259575172,7702,2
89344244,18702,2
38203906,15911,4
38203906,36763,4
38203906,35341,4
38203906,45686,4
38203906,45567,4
38203906,30809,4
38203906,17708,4
38203906,9683,4
38203906,37176,4
38203906,45677,4
38203906,40316,4
38203906,36025,4
38203906,42511,4
38203906,6358,4
38203906,28104,4
38203906,20244,4
38203906,38389,4
38203906,29001,4
38203906,33799,4
38203906,19462,4
38203906,40997,4
38203906,3273,4
