388279356,9137,3
388279356,32890,4
388279356,17663,4
388279356,9203,4
388279356,38912,4
388279356,14098,3
388279356,8441,3
388279356,36433,3
607964522,19415,4
607964522,15379,3
607964522,19951,4
607964522,37965,3
607964522,27932,2
607964522,6878,4
607964522,13899,3
607964522,10879,4
180755998,23650,4
180755998,1979,4
180755998,43564,3
180755998,38017,4
180755998,43708,5
180755998,33747,3
180755998,4341,3
180755998,2747,4
180755998,33642,3
180755998,14471,4
180755998,14081,2
180755998,43110,4
180755998,15466,2
180755998,18470,4
180755998,24736,2
180755998,19354,3
180755998,18733,1
180755998,11765,3
180755998,19851,4
180755998,401,4
18285465,34646,3
1212552847,3465,5
1212552847,11726,4
1212552847,43084,4
1212552847,40597,5
17643237,21572,5
423919162,30017,3
423919162,24330,4
423919162,10203,3
423919162,18422,5
423919162,8418,5
423919162,41702,4
423919162,32184,4
423919162,1369,4
423919162,42079,4
423919162,16513,5
423919162,37903,4
423919162,9984,5
423919162,33527,5
423919162,35001,4
423919162,25935,4
423919162,43752,4
423919162,35885,4
423919162,5920,3
423919162,43808,4
423919162,45143,4
423919162,3560,4
423919162,26577,5
423919162,39900,5
423919162,9853,5
423919162,19190,4
423919162,1119,5
423919162,32716,4
423919162,17468,5
423919162,19803,4
423919162,11902,5
423919162,11852,5
423919162,23535,4
423919162,22667,4
423919162,25320,5
423919162,1955,5
423919162,23671,4
423919162,8739,4
423919162,7790,4
423919162,41923,5
423919162,29648,4
423919162,29437,4
423919162,45458,4
423919162,16944,4
423919162,39175,4
423919162,3482,5
423919162,33485,3
423919162,35669,1
423919162,37040,3
423919162,138,5
423919162,32244,5
423919162,871,5
423919162,12289,5
423919162,125,5
423919162,17978,5
423919162,39867,5
423919162,36186,3
423919162,13340,5
423919162,22406,5
423919162,19105,5
423919162,20502,4
423919162,38995,3
423919162,7522,5
423919162,28694,5
423919162,38952,4
423919162,26176,5
423919162,1814,4
423919162,14958,4
423919162,45740,3
423919162,24592,4
423919162,35345,4
423919162,342,4
423919162,13409,5
423919162,41104,5
423919162,8935,5
423919162,41899,2
423919162,6129,5
423919162,13760,5
423919162,11571,4
423919162,16593,3
423919162,5836,5
423919162,38377,5
423919162,36516,4
423919162,44556,4
423919162,6132,4
423919162,17342,3
423919162,12458,4
423919162,38160,5
423919162,38475,4
423919162,33685,4
423919162,3022,5
423919162,40170,5
423919162,31357,5
423919162,19561,4
423919162,45664,4
423919162,31086,4
423919162,41593,4
423919162,32078,4
423919162,19958,5
423919162,32368,4
423919162,40221,4
